; Composite MgII index V5  mark.weber@uni-bremen.de 20220213
;
;  1       N7/N9/N11 (Viereck 1999)   3892
;  2                        N7/SBUV     50
;  3                       N9/SBUV2      9
;  4                      N11/SBUV2     17
;  5                      N16/SBUV2    181
;  6                      N17/SBUV2      3
;  7                      N18/SBUV2      1
;  8      U/SOLSTICE (de Toma 1997)      0
;  9           U/SOLSTICE (classic)   1369
; 10                          SUSIM    109
  2012.21175 03 18 0.15658  1.96e-04  13
  2012.21448 03 19 0.15667  4.12e-04  15
  2012.21721 03 20 0.15606  4.11e-04  15
  2012.21995 03 21 0.15598  4.11e-04  15
  2012.22268 03 22 0.15602  4.11e-04  15
  2012.22541 03 23 0.15631  4.12e-04  15
  2012.22814 03 24 0.15781  1.97e-04  13
  2012.23087 03 25 0.15722  4.13e-04  15
  2012.23361 03 26 0.15777  1.97e-04  13
  2012.23634 03 27 0.15830  1.98e-04  13
  2012.23907 03 28 0.15811  4.14e-04  15
  2012.24180 03 29 0.15784  4.14e-04  15
  2012.24454 03 30 0.15855  1.98e-04  13
  2012.24727 03 31 0.15817  4.14e-04  15
  2012.25000 04 01 0.15811  4.14e-04  15
  2012.25273 04 02 0.15792  4.14e-04  15
  2012.25546 04 03 0.15713  4.13e-04  15
  2012.25820 04 04 0.15678  4.12e-04  15
  2012.26093 04 05 0.15707  4.13e-04  15
  2012.26366 04 06 0.15653  4.12e-04  15
  2012.26639 04 07 0.15617  4.11e-04  15
  2012.26913 04 08 0.15603  4.11e-04  15
  2012.27186 04 09 0.15534  4.10e-04  15
  2012.27459 04 10 0.15550  4.10e-04  15
  2012.27732 04 11 0.15558  4.11e-04  15
  2012.28005 04 12 0.15545  4.10e-04  15
  2012.28279 04 13 0.15623  4.11e-04  15
  2012.28552 04 14 0.15628  4.12e-04  15
  2012.28825 04 15 0.15657  4.12e-04  15
  2012.29098 04 16 0.15751  4.13e-04  15
  2012.29372 04 17 0.15801  4.14e-04  15
  2012.29645 04 18 0.15864  4.15e-04  15
  2012.29918 04 19 0.15953  4.16e-04  15
  2012.30191 04 20 0.15999  4.17e-04  15
  2012.30464 04 21 0.16041  4.18e-04  15
  2012.30738 04 22 0.16041  4.18e-04  15
  2012.31011 04 23 0.15949  4.16e-04  15
  2012.31284 04 24 0.15945  4.16e-04  15
  2012.31557 04 25 0.15932  4.16e-04  15
  2012.31831 04 26 0.15871  4.15e-04  15
  2012.32104 04 27 0.15837  4.15e-04  15
  2012.32377 04 28 0.15802  4.14e-04  15
  2012.32650 04 29 0.15770  4.14e-04  15
  2012.32923 04 30 0.15728  4.13e-04  15
  2012.33197 05 01 0.15731  4.13e-04  15
  2012.33470 05 02 0.15693  4.12e-04  15
  2012.33743 05 03 0.15781  4.14e-04  15
  2012.34016 05 04 0.15770  4.14e-04  15
  2012.34290 05 05 0.15749  4.13e-04  15
  2012.34563 05 06 0.15745  4.13e-04  15
  2012.34836 05 07 0.15755  4.13e-04  15
  2012.35109 05 08 0.15744  4.13e-04  15
  2012.35383 05 09 0.15752  4.13e-04  15
  2012.35656 05 10 0.15757  4.13e-04  15
  2012.35929 05 11 0.15842  4.15e-04  15
  2012.36202 05 12 0.15867  4.15e-04  15
  2012.36475 05 13 0.15916  4.16e-04  15
  2012.36749 05 14 0.15977  4.17e-04  15
  2012.37022 05 15 0.16048  4.18e-04  15
  2012.37295 05 16 0.16046  4.18e-04  15
  2012.37568 05 17 0.16024  4.18e-04  15
  2012.37842 05 18 0.16026  4.18e-04  15
  2012.38115 05 19 0.15993  4.17e-04  15
  2012.38388 05 20 0.16008  4.17e-04  15
  2012.38661 05 21 0.16012  4.17e-04  15
  2012.38934 05 22 0.15996  4.17e-04  15
  2012.39208 05 23 0.15884  4.15e-04  15
  2012.39481 05 24 0.15816  4.14e-04  15
  2012.39754 05 25 0.15824  4.14e-04  15
  2012.40027 05 26 0.15779  4.14e-04  15
  2012.40301 05 27 0.15811  4.14e-04  15
  2012.40574 05 28 0.15809  4.14e-04  15
  2012.40847 05 29 0.15759  4.13e-04  15
  2012.41120 05 30 0.15709  4.13e-04  15
  2012.41393 05 31 0.15764  4.13e-04  15
  2012.41667 06 01 0.15864  4.15e-04  15
  2012.41940 06 02 0.15983  4.17e-04  15
  2012.42213 06 03 0.16074  4.18e-04  15
  2012.42486 06 04 0.16068  4.18e-04  15
  2012.42760 06 05 0.16053  4.18e-04  15
  2012.43033 06 06 0.16060  4.18e-04  15
  2012.43306 06 07 0.16080  4.19e-04  15
  2012.43579 06 08 0.16059  4.18e-04  15
  2012.43852 06 09 0.16133  4.19e-04  15
  2012.44126 06 10 0.16148  4.20e-04  15
  2012.44399 06 11 0.16163  4.20e-04  15
  2012.44672 06 12 0.16077  4.18e-04  15
  2012.44945 06 13 0.16025  4.18e-04  15
  2012.45219 06 14 0.16050  4.18e-04  15
  2012.45492 06 15 0.16039  4.18e-04  15
  2012.45765 06 16 0.15975  4.17e-04  15
  2012.46038 06 17 0.15879  4.15e-04  15
  2012.46311 06 18 0.15798  4.14e-04  15
  2012.46585 06 19 0.15676  4.12e-04  15
  2012.46858 06 20 0.15547  4.10e-04  15
  2012.47131 06 21 0.15449  4.09e-04  15
  2012.47404 06 22 0.15448  4.09e-04  15
  2012.47678 06 23 0.15457  4.09e-04  15
  2012.47951 06 24 0.15467  4.09e-04  15
  2012.48224 06 25 0.15492  4.10e-04  15
  2012.48497 06 26 0.15503  4.10e-04  15
  2012.48770 06 27 0.15600  4.11e-04  15
  2012.49044 06 28 0.15744  4.13e-04  15
  2012.49317 06 29 0.15835  4.14e-04  15
  2012.49590 06 30 0.15858  4.15e-04  15
  2012.49863 07 01 0.15950  4.16e-04  15
  2012.50137 07 02 0.15935  4.16e-04  15
  2012.50410 07 03 0.15922  4.16e-04  15
  2012.50683 07 04 0.15944  4.16e-04  15
  2012.50956 07 05 0.15971  4.17e-04  15
  2012.51230 07 06 0.16082  4.19e-04  15
  2012.51503 07 07 0.16120  4.19e-04  15
  2012.51776 07 08 0.16156  4.20e-04  15
  2012.52049 07 09 0.16141  4.20e-04  15
  2012.52322 07 10 0.16106  4.19e-04  15
  2012.52596 07 11 0.16082  4.19e-04  15
  2012.52869 07 12 0.16066  4.18e-04  15
  2012.53142 07 13 0.16088  4.19e-04  15
  2012.53415 07 14 0.15986  4.17e-04  15
  2012.53689 07 15 0.15938  4.16e-04  15
  2012.53962 07 16 0.15858  4.15e-04  15
  2012.54235 07 17 0.15681  4.12e-04  15
  2012.54508 07 18 0.15499  4.10e-04  15
  2012.54781 07 19 0.15396  4.09e-04  15
  2012.55055 07 20 0.15401  4.09e-04  15
  2012.55328 07 21 0.15381  4.08e-04  15
  2012.55601 07 22 0.15425  4.09e-04  15
  2012.55874 07 23 0.15480  4.10e-04  15
  2012.56148 07 24 0.15552  4.11e-04  15
  2012.56421 07 25 0.15677  4.12e-04  15
  2012.56694 07 26 0.15818  4.14e-04  15
  2012.56967 07 27 0.15936  4.16e-04  15
  2012.57240 07 28 0.16002  4.17e-04  15
  2012.57514 07 29 0.16037  4.18e-04  15
  2012.57787 07 30 0.16080  4.19e-04  15
  2012.58060 07 31 0.16090  4.19e-04  15
  2012.58333 08 01 0.16093  4.19e-04  15
  2012.58607 08 02 0.16181  4.20e-04  15
  2012.58880 08 03 0.16247  4.22e-04  15
  2012.59153 08 04 0.16267  4.22e-04  15
  2012.59426 08 05 0.16186  4.20e-04  15
  2012.59699 08 06 0.16121  4.19e-04  15
  2012.59973 08 07 0.16087  4.19e-04  15
  2012.60246 08 08 0.16060  4.18e-04  15
  2012.60519 08 09 0.16093  4.19e-04  15
  2012.60792 08 10 0.16007  4.17e-04  15
  2012.61066 08 11 0.15960  4.16e-04  15
  2012.61339 08 12 0.15853  4.15e-04  15
  2012.61612 08 13 0.15724  4.13e-04  15
  2012.61885 08 14 0.15623  4.11e-04  15
  2012.62158 08 15 0.15546  4.10e-04  15
  2012.62432 08 16 0.15491  4.10e-04  15
  2012.62705 08 17 0.15446  4.09e-04  15
  2012.62978 08 18 0.15440  4.09e-04  15
  2012.63251 08 19 0.15466  4.09e-04  15
  2012.63525 08 20 0.15588  1.95e-04  13
  2012.63798 08 21 0.15551  4.11e-04  15
  2012.64071 08 22 0.15615  4.11e-04  15
  2012.64344 08 23 0.15674  4.12e-04  15
  2012.64617 08 24 0.15741  4.13e-04  15
  2012.64891 08 25 0.15801  4.14e-04  15
  2012.65164 08 26 0.15882  4.15e-04  15
  2012.65437 08 27 0.15924  4.16e-04  15
  2012.65710 08 28 0.15953  4.16e-04  15
  2012.65984 08 29 0.15990  4.17e-04  15
  2012.66257 08 30 0.16090  4.19e-04  15
  2012.66530 08 31 0.16127  4.19e-04  15
  2012.66803 09 01 0.16198  4.21e-04  15
  2012.67077 09 02 0.16224  4.21e-04  15
  2012.67350 09 03 0.16224  4.21e-04  15
  2012.67623 09 04 0.16252  4.22e-04  15
  2012.67896 09 05 0.16181  4.20e-04  15
  2012.68169 09 06 0.16125  4.19e-04  15
  2012.68443 09 07 0.16018  4.17e-04  15
  2012.68716 09 08 0.15914  1.99e-04  13
  2012.68989 09 09 0.15827  4.14e-04  15
  2012.69262 09 10 0.15688  4.12e-04  15
  2012.69536 09 11 0.15609  4.11e-04  15
  2012.69809 09 12 0.15597  1.95e-04  13
  2012.70082 09 13 0.15519  4.10e-04  15
  2012.70355 09 14 0.15496  4.10e-04  15
  2012.70628 09 15 0.15561  1.95e-04  13
  2012.70902 09 16 0.15535  4.10e-04  15
  2012.71175 09 17 0.15560  4.11e-04  15
  2012.71448 09 18 0.15628  4.12e-04  15
  2012.71721 09 19 0.15720  4.13e-04  15
  2012.71995 09 20 0.15860  4.15e-04  15
  2012.72268 09 21 0.15951  4.16e-04  15
  2012.72541 09 22 0.16017  4.17e-04  15
  2012.72814 09 23 0.16061  4.18e-04  15
  2012.73087 09 24 0.16163  4.20e-04  15
  2012.73361 09 25 0.16302  4.23e-04  15
  2012.73634 09 26 0.16373  4.24e-04  15
  2012.73907 09 27 0.16372  4.24e-04  15
  2012.74180 09 28 0.16329  4.23e-04  15
  2012.74454 09 29 0.16237  4.21e-04  15
  2012.74727 09 30 0.16138  4.20e-04  15
  2012.75000 10 01 0.16001  4.17e-04  15
  2012.75273 10 02 0.15961  1.99e-04  13
  2012.75546 10 03 0.15906  1.98e-04  13
  2012.75820 10 04 0.15751  4.13e-04  15
  2012.76093 10 05 0.15699  4.12e-04  15
  2012.76366 10 06 0.15589  1.95e-04  13
  2012.76639 10 07 0.15461  4.09e-04  15
  2012.76913 10 08 0.15403  4.09e-04  15
  2012.77186 10 09 0.15473  4.10e-04  15
  2012.77459 10 10 0.15589  1.95e-04  13
  2012.77732 10 11 0.15545  4.10e-04  15
  2012.78005 10 12 0.15632  4.12e-04  15
  2012.78279 10 13 0.15770  1.97e-04  13
  2012.78552 10 14 0.15764  4.13e-04  15
  2012.78825 10 15 0.15935  4.16e-04  15
  2012.79098 10 16 0.16105  4.19e-04  15
  2012.79372 10 17 0.16193  4.21e-04  15
  2012.79645 10 18 0.16262  4.22e-04  15
  2012.79918 10 19 0.16347  4.23e-04  15
  2012.80191 10 20 0.16353  4.24e-04  15
  2012.80464 10 21 0.16334  4.23e-04  15
  2012.80738 10 22 0.16290  4.22e-04  15
  2012.81011 10 23 0.16266  4.22e-04  15
  2012.81284 10 24 0.16205  4.21e-04  15
  2012.81557 10 25 0.16078  4.18e-04  15
  2012.81831 10 26 0.16088  4.19e-04  15
  2012.82104 10 27 0.15928  4.16e-04  15
  2012.82377 10 28 0.15816  4.14e-04  15
  2012.82650 10 29 0.15777  4.14e-04  15
  2012.82923 10 30 0.15730  4.13e-04  15
  2012.83197 10 31 0.15641  4.12e-04  15
  2012.83470 11 01 0.15594  4.11e-04  15
  2012.83743 11 02 0.15515  4.10e-04  15
  2012.84016 11 03 0.15468  4.09e-04  15
  2012.84290 11 04 0.15459  4.09e-04  15
  2012.84563 11 05 0.15486  4.10e-04  15
  2012.84836 11 06 0.15499  4.10e-04  15
  2012.85109 11 07 0.15543  4.10e-04  15
  2012.85383 11 08 0.15601  4.11e-04  15
  2012.85656 11 09 0.15625  4.11e-04  15
  2012.85929 11 10 0.15720  4.13e-04  15
  2012.86202 11 11 0.15828  4.14e-04  15
  2012.86475 11 12 0.15955  4.16e-04  15
  2012.86749 11 13 0.16090  4.19e-04  15
  2012.87022 11 14 0.16212  4.21e-04  15
  2012.87295 11 15 0.16283  4.22e-04  15
  2012.87568 11 16 0.16335  4.23e-04  15
  2012.87842 11 17 0.16318  4.23e-04  15
  2012.88115 11 18 0.16329  4.23e-04  15
  2012.88388 11 19 0.16268  4.22e-04  15
  2012.88661 11 20 0.16255  4.22e-04  15
  2012.88934 11 21 0.16220  4.21e-04  15
  2012.89208 11 22 0.16067  4.18e-04  15
  2012.89481 11 23 0.15914  4.16e-04  15
  2012.89754 11 24 0.15829  4.14e-04  15
  2012.90027 11 25 0.15781  4.14e-04  15
  2012.90301 11 26 0.15745  4.13e-04  15
  2012.90574 11 27 0.15659  4.12e-04  15
  2012.90847 11 28 0.15638  4.12e-04  15
  2012.91120 11 29 0.15637  4.12e-04  15
  2012.91393 11 30 0.15580  4.11e-04  15
  2012.91667 12 01 0.15544  4.10e-04  15
  2012.91940 12 02 0.15525  4.10e-04  15
  2012.92213 12 03 0.15533  4.10e-04  15
  2012.92486 12 04 0.15492  9.38e-04  19
  2012.92760 12 05 0.15541  4.10e-04  15
  2012.93033 12 06 0.15566  4.11e-04  15
  2012.93306 12 07 0.15568  4.11e-04  15
  2012.93579 12 08 0.15598  4.11e-04  15
  2012.93852 12 09 0.15626  4.11e-04  15
  2012.94126 12 10 0.15651  4.12e-04  15
  2012.94399 12 11 0.15728  4.13e-04  15
  2012.94672 12 12 0.15833  4.14e-04  15
  2012.94945 12 13 0.15873  4.15e-04  15
  2012.95219 12 14 0.15925  4.16e-04  15
  2012.95492 12 15 0.15949  4.16e-04  15
  2012.95765 12 16 0.15940  4.16e-04  15
  2012.96038 12 17 0.15882  4.15e-04  15
  2012.96311 12 18 0.15811  4.14e-04  15
  2012.96585 12 19 0.15782  4.14e-04  15
  2012.96858 12 20 0.15788  4.14e-04  15
  2012.97131 12 21 0.15829  1.98e-04  13
  2012.97404 12 22 0.15753  4.13e-04  15
  2012.97678 12 23 0.15724  4.13e-04  15
  2012.97951 12 24 0.15671  4.12e-04  15
  2012.98224 12 25 0.15696  4.12e-04  15
  2012.98497 12 26 0.15709  4.13e-04  15
  2012.98770 12 27 0.15668  4.12e-04  15
  2012.99044 12 28 0.15674  4.12e-04  15
  2012.99317 12 29 0.15666  4.12e-04  15
  2012.99590 12 30 0.15675  4.12e-04  15
  2012.99863 12 31 0.15690  4.12e-04  15
  2013.00137 01 01 0.15770  4.14e-04  15
  2013.00411 01 02 0.15851  4.15e-04  15
  2013.00685 01 03 0.15924  4.16e-04  15
  2013.00959 01 04 0.15998  4.17e-04  15
  2013.01233 01 05 0.16030  4.18e-04  15
  2013.01507 01 06 0.16055  4.18e-04  15
  2013.01781 01 07 0.16067  4.18e-04  15
  2013.02055 01 08 0.16116  4.19e-04  15
  2013.02329 01 09 0.16188  4.20e-04  15
  2013.02603 01 10 0.16259  4.22e-04  15
  2013.02877 01 11 0.16326  4.23e-04  15
  2013.03151 01 12 0.16280  4.22e-04  15
  2013.03425 01 13 0.16249  4.22e-04  15
  2013.03699 01 14 0.16211  4.21e-04  15
  2013.03973 01 15 0.16156  4.20e-04  15
  2013.04247 01 16 0.16068  4.18e-04  15
  2013.04521 01 17 0.15977  4.17e-04  15
  2013.04795 01 18 0.15828  4.14e-04  15
  2013.05068 01 19 0.15714  4.13e-04  15
  2013.05342 01 20 0.15639  4.12e-04  15
  2013.05616 01 21 0.15620  4.11e-04  15
  2013.05890 01 22 0.15601  4.11e-04  15
  2013.06164 01 23 0.15582  4.11e-04  15
  2013.06438 01 24 0.15590  4.11e-04  15
  2013.06712 01 25 0.15617  4.11e-04  15
  2013.06986 01 26 0.15598  4.11e-04  15
  2013.07260 01 27 0.15591  4.11e-04  15
  2013.07534 01 28 0.15624  4.11e-04  15
  2013.07808 01 29 0.15591  4.11e-04  15
  2013.08082 01 30 0.15614  4.11e-04  15
  2013.08356 01 31 0.15612  4.11e-04  15
  2013.08630 02 01 0.15568  4.11e-04  15
  2013.08904 02 02 0.15607  4.11e-04  15
  2013.09178 02 03 0.15637  4.12e-04  15
  2013.09452 02 04 0.15695  4.12e-04  15
  2013.09726 02 05 0.15744  4.13e-04  15
  2013.10000 02 06 0.15772  4.14e-04  15
  2013.10274 02 07 0.15748  4.13e-04  15
  2013.10548 02 08 0.15876  4.15e-04  15
  2013.10822 02 09 0.15865  4.15e-04  15
  2013.11096 02 10 0.15816  4.14e-04  15
  2013.11370 02 11 0.15861  4.15e-04  15
  2013.11644 02 12 0.15832  4.14e-04  15
  2013.11918 02 13 0.15780  4.14e-04  15
  2013.12192 02 14 0.15694  4.12e-04  15
  2013.12466 02 15 0.15609  4.11e-04  15
  2013.12740 02 16 0.15583  4.11e-04  15
  2013.13014 02 17 0.15622  4.11e-04  15
  2013.13288 02 18 0.15619  4.11e-04  15
  2013.13562 02 19 0.15687  4.12e-04  15
  2013.13836 02 20 0.15678  4.12e-04  15
  2013.14110 02 21 0.15658  4.12e-04  15
  2013.14384 02 22 0.15595  4.11e-04  15
  2013.14658 02 23 0.15525  4.10e-04  15
  2013.14932 02 24 0.15500  4.10e-04  15
  2013.15205 02 25 0.15562  4.11e-04  15
  2013.15479 02 26 0.15553  4.11e-04  15
  2013.15753 02 27 0.15560  4.11e-04  15
  2013.16027 02 28 0.15563  4.11e-04  15
  2013.16301 03 01 0.15603  4.11e-04  15
  2013.16575 03 02 0.15631  4.12e-04  15
  2013.16849 03 03 0.15795  4.14e-04  15
  2013.17123 03 04 0.15922  4.16e-04  15
  2013.17397 03 05 0.16000  4.17e-04  15
  2013.17671 03 06 0.16020  4.17e-04  15
  2013.17945 03 07 0.16055  4.18e-04  15
  2013.18219 03 08 0.16024  4.18e-04  15
  2013.18493 03 09 0.16034  4.18e-04  15
  2013.18767 03 10 0.16041  4.18e-04  15
  2013.19041 03 11 0.16064  4.18e-04  15
  2013.19315 03 12 0.16090  4.19e-04  15
  2013.19589 03 13 0.16060  4.18e-04  15
  2013.19863 03 14 0.15938  4.16e-04  15
  2013.20137 03 15 0.15906  4.16e-04  15
  2013.20411 03 16 0.15871  4.15e-04  15
  2013.20685 03 17 0.15797  4.14e-04  15
  2013.20959 03 18 0.15739  4.13e-04  15
  2013.21233 03 19 0.15684  4.12e-04  15
  2013.21507 03 20 0.15615  4.13e-04  14
  2013.21781 03 21 0.15536  4.10e-04  15
  2013.22055 03 22 0.15490  4.10e-04  15
  2013.22329 03 23 0.15478  4.10e-04  15
  2013.22603 03 24 0.15469  4.09e-04  15
  2013.22877 03 25 0.15488  4.10e-04  15
  2013.23151 03 26 0.15473  4.10e-04  15
  2013.23425 03 27 0.15505  4.10e-04  15
  2013.23699 03 28 0.15556  4.11e-04  15
  2013.23973 03 29 0.15586  4.11e-04  15
  2013.24247 03 30 0.15666  4.12e-04  15
  2013.24521 03 31 0.15756  4.13e-04  15
  2013.24795 04 01 0.15946  4.16e-04  15
  2013.25068 04 02 0.16006  4.17e-04  15
  2013.25342 04 03 0.16023  4.18e-04  15
  2013.25616 04 04 0.16058  4.18e-04  15
  2013.25890 04 05 0.16116  4.19e-04  15
  2013.26164 04 06 0.16165  4.20e-04  15
  2013.26438 04 07 0.16234  4.21e-04  15
  2013.26712 04 08 0.16235  4.21e-04  15
  2013.26986 04 09 0.16232  4.21e-04  15
  2013.27260 04 10 0.16179  4.20e-04  15
  2013.27534 04 11 0.16064  4.18e-04  15
  2013.27808 04 12 0.15977  4.17e-04  15
  2013.28082 04 13 0.15890  4.15e-04  15
  2013.28356 04 14 0.15831  4.14e-04  15
  2013.28630 04 15 0.15779  4.14e-04  15
  2013.28904 04 16 0.15700  4.13e-04  15
  2013.29178 04 17 0.15587  4.11e-04  15
  2013.29452 04 18 0.15501  4.10e-04  15
  2013.29726 04 19 0.15497  4.10e-04  15
  2013.30000 04 20 0.15519  4.10e-04  15
  2013.30274 04 21 0.15564  4.11e-04  15
  2013.30548 04 22 0.15596  4.11e-04  15
  2013.30822 04 23 0.15585  4.11e-04  15
  2013.31096 04 24 0.15628  4.12e-04  15
  2013.31370 04 25 0.15728  4.13e-04  15
  2013.31644 04 26 0.15767  4.13e-04  15
  2013.31918 04 27 0.15878  4.15e-04  15
  2013.32192 04 28 0.16000  4.17e-04  15
  2013.32466 04 29 0.16150  4.20e-04  15
  2013.32740 04 30 0.16219  4.21e-04  15
  2013.33014 05 01 0.16267  4.22e-04  15
  2013.33288 05 02 0.16241  4.21e-04  15
  2013.33562 05 03 0.16213  4.21e-04  15
  2013.33836 05 04 0.16217  4.21e-04  15
  2013.34110 05 05 0.16193  4.21e-04  15
  2013.34384 05 06 0.16092  4.19e-04  15
  2013.34658 05 07 0.16039  4.18e-04  15
  2013.34932 05 08 0.15984  4.17e-04  15
  2013.35205 05 09 0.15953  4.16e-04  15
  2013.35479 05 10 0.15864  4.15e-04  15
  2013.35753 05 11 0.15850  4.15e-04  15
  2013.36027 05 12 0.15949  4.16e-04  15
  2013.36301 05 13 0.16036  4.18e-04  15
  2013.36575 05 14 0.16078  4.18e-04  15
  2013.36849 05 15 0.16165  4.20e-04  15
  2013.37123 05 16 0.16227  4.21e-04  15
  2013.37397 05 17 0.16232  4.21e-04  15
  2013.37671 05 18 0.16210  4.21e-04  15
  2013.37945 05 19 0.16098  4.19e-04  15
  2013.38219 05 20 0.16048  4.18e-04  15
  2013.38493 05 21 0.16006  4.17e-04  15
  2013.38767 05 22 0.15982  4.17e-04  15
  2013.39041 05 23 0.15962  4.17e-04  15
  2013.39315 05 24 0.15939  4.16e-04  15
  2013.39589 05 25 0.15976  4.17e-04  15
  2013.39863 05 26 0.16047  4.18e-04  15
  2013.40137 05 27 0.16023  4.18e-04  15
  2013.40411 05 28 0.16046  4.18e-04  15
  2013.40685 05 29 0.16059  4.18e-04  15
  2013.40959 05 30 0.16033  4.18e-04  15
  2013.41233 05 31 0.15934  4.16e-04  15
  2013.41507 06 01 0.15861  4.15e-04  15
  2013.41781 06 02 0.15828  4.14e-04  15
  2013.42055 06 03 0.15774  4.14e-04  15
  2013.42329 06 04 0.15769  4.14e-04  15
  2013.42603 06 05 0.15769  4.14e-04  15
  2013.42877 06 06 0.15747  4.13e-04  15
  2013.43151 06 07 0.15762  4.13e-04  15
  2013.43425 06 08 0.15705  4.13e-04  15
  2013.43699 06 09 0.15684  4.12e-04  15
  2013.43973 06 10 0.15715  4.13e-04  15
  2013.44247 06 11 0.15677  4.12e-04  15
  2013.44521 06 12 0.15673  4.12e-04  15
  2013.44795 06 13 0.15697  4.12e-04  15
  2013.45068 06 14 0.15739  4.13e-04  15
  2013.45342 06 15 0.15800  4.14e-04  15
  2013.45616 06 16 0.15873  4.15e-04  15
  2013.45890 06 17 0.15910  4.16e-04  15
  2013.46164 06 18 0.15928  4.16e-04  15
  2013.46438 06 19 0.15954  4.16e-04  15
  2013.46712 06 20 0.15996  4.17e-04  15
  2013.46986 06 21 0.16043  4.18e-04  15
  2013.47260 06 22 0.16052  4.18e-04  15
  2013.47534 06 23 0.16134  4.19e-04  15
  2013.47808 06 24 0.16121  4.19e-04  15
  2013.48082 06 25 0.16006  4.17e-04  15
  2013.48356 06 26 0.15872  4.15e-04  15
  2013.48630 06 27 0.15802  4.14e-04  15
  2013.48904 06 28 0.15750  4.13e-04  15
  2013.49178 06 29 0.15720  4.13e-04  15
  2013.49452 06 30 0.15739  4.13e-04  15
  2013.49726 07 01 0.15707  4.13e-04  15
  2013.50000 07 02 0.15758  4.13e-04  15
  2013.50274 07 03 0.15781  4.14e-04  15
  2013.50548 07 04 0.15861  4.15e-04  15
  2013.50822 07 05 0.15869  4.15e-04  15
  2013.51096 07 06 0.15934  4.16e-04  15
  2013.51370 07 07 0.15900  4.16e-04  15
  2013.51644 07 08 0.15891  4.15e-04  15
  2013.51918 07 09 0.15884  4.15e-04  15
  2013.52192 07 10 0.15886  4.15e-04  15
  2013.52466 07 11 0.15931  4.16e-04  15
  2013.52740 07 12 0.15912  4.16e-04  15
  2013.53014 07 13 0.15896  4.15e-04  15
  2013.53288 07 14 0.15874  4.15e-04  15
  2013.53562 07 15 0.15909  4.16e-04  15
  2013.53836 07 16 0.15928  4.16e-04  15
  2013.54110 07 17 0.15918  4.16e-04  15
  2013.54384 07 18 0.16007  4.17e-04  15
  2013.54658 07 19 0.16094  4.19e-04  15
  2013.54932 07 20 0.16102  4.19e-04  15
  2013.55205 07 21 0.16091  4.19e-04  15
  2013.55479 07 22 0.16003  4.17e-04  15
  2013.55753 07 23 0.16000  4.17e-04  15
  2013.56027 07 24 0.15944  4.16e-04  15
  2013.56301 07 25 0.15861  4.15e-04  15
  2013.56575 07 26 0.15799  4.14e-04  15
  2013.56849 07 27 0.15771  4.14e-04  15
  2013.57123 07 28 0.15733  4.13e-04  15
  2013.57397 07 29 0.15749  4.13e-04  15
  2013.57671 07 30 0.15750  4.13e-04  15
  2013.57945 07 31 0.15786  4.14e-04  15
  2013.58219 08 01 0.15861  4.15e-04  15
  2013.58493 08 02 0.15905  4.16e-04  15
  2013.58767 08 03 0.15908  4.16e-04  15
  2013.59041 08 04 0.15867  4.15e-04  15
  2013.59315 08 05 0.15874  4.15e-04  15
  2013.59589 08 06 0.15876  4.15e-04  15
  2013.59863 08 07 0.15833  4.14e-04  15
  2013.60137 08 08 0.15798  4.14e-04  15
  2013.60411 08 09 0.15734  4.13e-04  15
  2013.60685 08 10 0.15756  4.13e-04  15
  2013.60959 08 11 0.15793  4.14e-04  15
  2013.61233 08 12 0.15815  4.14e-04  15
  2013.61507 08 13 0.15809  4.14e-04  15
  2013.61781 08 14 0.15939  4.16e-04  15
  2013.62055 08 15 0.16041  4.18e-04  15
  2013.62329 08 16 0.16036  4.18e-04  15
  2013.62603 08 17 0.16098  4.19e-04  15
  2013.62877 08 18 0.16116  4.19e-04  15
  2013.63151 08 19 0.16120  4.19e-04  15
  2013.63425 08 20 0.16160  4.20e-04  15
  2013.63699 08 21 0.16083  4.19e-04  15
  2013.63973 08 22 0.16054  4.18e-04  15
  2013.64247 08 23 0.15991  4.17e-04  15
  2013.64521 08 24 0.15916  4.16e-04  15
  2013.64795 08 25 0.15830  4.14e-04  15
  2013.65068 08 26 0.15834  4.14e-04  15
  2013.65342 08 27 0.15821  4.14e-04  15
  2013.65616 08 28 0.15857  4.15e-04  15
  2013.65890 08 29 0.15829  4.14e-04  15
  2013.66164 08 30 0.15816  4.14e-04  15
  2013.66438 08 31 0.15839  4.15e-04  15
  2013.66712 09 01 0.15811  4.14e-04  15
  2013.66986 09 02 0.15838  4.15e-04  15
  2013.67260 09 03 0.15794  4.14e-04  15
  2013.67534 09 04 0.15804  4.14e-04  15
  2013.67808 09 05 0.15697  4.12e-04  15
  2013.68082 09 06 0.15685  4.12e-04  15
  2013.68356 09 07 0.15658  4.12e-04  15
  2013.68630 09 08 0.15633  4.12e-04  15
  2013.68904 09 09 0.15685  4.12e-04  15
  2013.69178 09 10 0.15724  4.13e-04  15
  2013.69452 09 11 0.15733  4.13e-04  15
  2013.69726 09 12 0.15750  4.13e-04  15
  2013.70000 09 13 0.15747  4.13e-04  15
  2013.70274 09 14 0.15674  4.12e-04  15
  2013.70548 09 15 0.15642  4.12e-04  15
